uby	ubd	total_reads	year	unitbox	doy	box_in_study
4_18_2018	4_18_175	7650	2018	4_18	175	Yes
4_18_2018	4_18_176	12636	2018	4_18	176	Yes
4_18_2018	4_18_177	13978	2018	4_18	177	Yes
4_18_2018	4_18_178	3284	2018	4_18	178	Yes
4_18_2018	4_18_179	6369	2018	4_18	179	Yes
4_18_2018	4_18_180	683	2018	4_18	180	Yes
4_61_2018	4_61_138	18	2018	4_61	138	Yes
4_61_2018	4_61_143	416	2018	4_61	143	Yes
4_61_2018	4_61_144	975	2018	4_61	144	Yes
4_61_2018	4_61_145	1400	2018	4_61	145	Yes
4_61_2018	4_61_146	3301	2018	4_61	146	Yes
4_61_2018	4_61_147	484	2018	4_61	147	Yes
4_61_2018	4_61_148	1743	2018	4_61	148	Yes
4_61_2018	4_61_149	3433	2018	4_61	149	Yes
4_61_2018	4_61_150	358	2018	4_61	150	Yes
4_61_2018	4_61_151	375	2018	4_61	151	Yes
4_61_2018	4_61_152	1119	2018	4_61	152	Yes
4_61_2018	4_61_153	259	2018	4_61	153	Yes
4_61_2018	4_61_154	342	2018	4_61	154	Yes
4_61_2018	4_61_155	336	2018	4_61	155	Yes
4_61_2018	4_61_156	462	2018	4_61	156	Yes
4_61_2018	4_61_157	454	2018	4_61	157	Yes
4_61_2018	4_61_158	1378	2018	4_61	158	Yes
4_61_2018	4_61_159	2303	2018	4_61	159	Yes
4_61_2018	4_61_160	4957	2018	4_61	160	Yes
4_61_2018	4_61_161	4549	2018	4_61	161	Yes
4_61_2018	4_61_162	6651	2018	4_61	162	Yes
4_61_2018	4_61_163	4438	2018	4_61	163	Yes
4_61_2018	4_61_164	2186	2018	4_61	164	Yes
4_61_2018	4_61_165	2085	2018	4_61	165	Yes
4_61_2018	4_61_166	2008	2018	4_61	166	Yes
4_61_2018	4_61_167	6318	2018	4_61	167	Yes
4_61_2018	4_61_168	15955	2018	4_61	168	Yes
4_61_2018	4_61_169	15225	2018	4_61	169	Yes
4_61_2018	4_61_170	14831	2018	4_61	170	Yes
4_61_2018	4_61_171	3279	2018	4_61	171	Yes
4_61_2018	4_61_172	5	2018	4_61	172	Yes
4_61_2018	4_61_173	3	2018	4_61	173	Yes
4_62_2018	4_62_142	33	2018	4_62	142	Yes
4_62_2018	4_62_143	320	2018	4_62	143	Yes
4_62_2018	4_62_144	165	2018	4_62	144	Yes
4_62_2018	4_62_145	749	2018	4_62	145	Yes
4_62_2018	4_62_146	1075	2018	4_62	146	Yes
4_62_2018	4_62_147	343	2018	4_62	147	Yes
4_62_2018	4_62_148	1344	2018	4_62	148	Yes
4_62_2018	4_62_149	1786	2018	4_62	149	Yes
4_62_2018	4_62_150	1902	2018	4_62	150	Yes
4_62_2018	4_62_151	342	2018	4_62	151	Yes
4_62_2018	4_62_152	2007	2018	4_62	152	Yes
4_62_2018	4_62_153	117	2018	4_62	153	Yes
4_62_2018	4_62_154	230	2018	4_62	154	Yes
4_62_2018	4_62_155	166	2018	4_62	155	Yes
4_62_2018	4_62_156	202	2018	4_62	156	Yes
4_62_2018	4_62_157	301	2018	4_62	157	Yes
4_62_2018	4_62_158	259	2018	4_62	158	Yes
4_62_2018	4_62_159	301	2018	4_62	159	Yes
4_62_2018	4_62_160	456	2018	4_62	160	Yes
4_62_2018	4_62_161	425	2018	4_62	161	Yes
4_62_2018	4_62_162	622	2018	4_62	162	Yes
4_62_2018	4_62_163	295	2018	4_62	163	Yes
4_62_2018	4_62_164	320	2018	4_62	164	Yes
4_62_2018	4_62_165	301	2018	4_62	165	Yes
4_62_2018	4_62_166	323	2018	4_62	166	Yes
4_62_2018	4_62_167	614	2018	4_62	167	Yes
4_62_2018	4_62_168	2748	2018	4_62	168	Yes
4_62_2018	4_62_169	4530	2018	4_62	169	Yes
4_62_2018	4_62_170	3013	2018	4_62	170	Yes
4_62_2018	4_62_171	9051	2018	4_62	171	Yes
4_62_2018	4_62_172	9055	2018	4_62	172	Yes
4_62_2018	4_62_173	12179	2018	4_62	173	Yes
4_63_2018	4_63_142	47	2018	4_63	142	Yes
4_63_2018	4_63_143	1328	2018	4_63	143	Yes
4_63_2018	4_63_144	2156	2018	4_63	144	Yes
4_63_2018	4_63_145	2971	2018	4_63	145	Yes
4_63_2018	4_63_146	3194	2018	4_63	146	Yes
4_63_2018	4_63_147	480	2018	4_63	147	Yes
4_63_2018	4_63_148	1921	2018	4_63	148	Yes
4_63_2018	4_63_149	3968	2018	4_63	149	Yes
4_63_2018	4_63_150	2760	2018	4_63	150	Yes
4_63_2018	4_63_151	2810	2018	4_63	151	Yes
4_63_2018	4_63_152	4717	2018	4_63	152	Yes
4_63_2018	4_63_153	1148	2018	4_63	153	Yes
4_63_2018	4_63_154	1585	2018	4_63	154	Yes
4_63_2018	4_63_155	1046	2018	4_63	155	Yes
4_63_2018	4_63_156	363	2018	4_63	156	Yes
4_63_2018	4_63_157	337	2018	4_63	157	Yes
4_63_2018	4_63_158	2012	2018	4_63	158	Yes
4_63_2018	4_63_159	2131	2018	4_63	159	Yes
4_63_2018	4_63_160	2934	2018	4_63	160	Yes
4_63_2018	4_63_161	2102	2018	4_63	161	Yes
4_63_2018	4_63_162	2789	2018	4_63	162	Yes
4_63_2018	4_63_163	1436	2018	4_63	163	Yes
4_63_2018	4_63_164	1203	2018	4_63	164	Yes
4_63_2018	4_63_165	1517	2018	4_63	165	Yes
4_63_2018	4_63_166	1235	2018	4_63	166	Yes
4_63_2018	4_63_167	4985	2018	4_63	167	Yes
4_63_2018	4_63_168	15408	2018	4_63	168	Yes
4_63_2018	4_63_169	19179	2018	4_63	169	Yes
4_63_2018	4_63_170	22631	2018	4_63	170	Yes
4_63_2018	4_63_171	24119	2018	4_63	171	Yes
4_63_2018	4_63_172	22530	2018	4_63	172	Yes
4_63_2018	4_63_173	19916	2018	4_63	173	Yes
4_63_2018	4_63_174	2978	2018	4_63	174	Yes
4_63_2018	4_63_181	3	2018	4_63	181	Yes
4_71_2018	4_71_171	1063	2018	4_71	171	Yes
4_71_2018	4_71_172	1804	2018	4_71	172	Yes
4_71_2018	4_71_173	3016	2018	4_71	173	Yes
4_71_2018	4_71_174	1126	2018	4_71	174	Yes
4_71_2018	4_71_175	1495	2018	4_71	175	Yes
4_71_2018	4_71_176	2802	2018	4_71	176	Yes
4_71_2018	4_71_177	5252	2018	4_71	177	Yes
4_71_2018	4_71_178	4093	2018	4_71	178	Yes
4_71_2018	4_71_179	3717	2018	4_71	179	Yes
4_71_2018	4_71_180	7313	2018	4_71	180	Yes
4_71_2018	4_71_181	311	2018	4_71	181	Yes
4_72_2018	4_72_142	492	2018	4_72	142	Yes
4_72_2018	4_72_143	3522	2018	4_72	143	Yes
4_72_2018	4_72_144	6016	2018	4_72	144	Yes
4_72_2018	4_72_145	6901	2018	4_72	145	Yes
4_72_2018	4_72_146	8388	2018	4_72	146	Yes
4_72_2018	4_72_147	2879	2018	4_72	147	Yes
4_72_2018	4_72_148	5016	2018	4_72	148	Yes
4_72_2018	4_72_149	10997	2018	4_72	149	Yes
4_72_2018	4_72_150	8548	2018	4_72	150	Yes
4_72_2018	4_72_151	3462	2018	4_72	151	Yes
4_72_2018	4_72_152	4520	2018	4_72	152	Yes
4_72_2018	4_72_153	1221	2018	4_72	153	Yes
4_72_2018	4_72_154	1295	2018	4_72	154	Yes
4_72_2018	4_72_155	1807	2018	4_72	155	Yes
4_72_2018	4_72_156	350	2018	4_72	156	Yes
4_72_2018	4_72_157	424	2018	4_72	157	Yes
4_72_2018	4_72_158	1533	2018	4_72	158	Yes
4_72_2018	4_72_159	2003	2018	4_72	159	Yes
4_72_2018	4_72_160	2417	2018	4_72	160	Yes
4_72_2018	4_72_161	1837	2018	4_72	161	Yes
4_72_2018	4_72_162	1910	2018	4_72	162	Yes
4_72_2018	4_72_163	977	2018	4_72	163	Yes
4_72_2018	4_72_164	1012	2018	4_72	164	Yes
4_72_2018	4_72_165	1258	2018	4_72	165	Yes
4_72_2018	4_72_166	1431	2018	4_72	166	Yes
4_72_2018	4_72_167	2287	2018	4_72	167	Yes
4_72_2018	4_72_168	3908	2018	4_72	168	Yes
4_72_2018	4_72_169	14513	2018	4_72	169	Yes
4_72_2018	4_72_170	20920	2018	4_72	170	Yes
4_72_2018	4_72_171	12860	2018	4_72	171	Yes
4_72_2018	4_72_172	8644	2018	4_72	172	Yes
4_72_2018	4_72_173	4724	2018	4_72	173	Yes
4_72_2018	4_72_175	7	2018	4_72	175	Yes
4_72_2018	4_72_176	645	2018	4_72	176	Yes
4_72_2018	4_72_177	149	2018	4_72	177	Yes
4_72_2018	4_72_179	225	2018	4_72	179	Yes
4_72_2018	4_72_180	176	2018	4_72	180	Yes
4_72_2018	4_72_181	78	2018	4_72	181	Yes
4_72_2018	4_72_184	8	2018	4_72	184	Yes
4_76_2018	4_76_143	239	2018	4_76	143	Yes
4_76_2018	4_76_144	1331	2018	4_76	144	Yes
4_76_2018	4_76_145	2396	2018	4_76	145	Yes
4_76_2018	4_76_146	4758	2018	4_76	146	Yes
4_76_2018	4_76_147	1072	2018	4_76	147	Yes
4_76_2018	4_76_148	1296	2018	4_76	148	Yes
4_76_2018	4_76_149	4055	2018	4_76	149	Yes
4_76_2018	4_76_150	2617	2018	4_76	150	Yes
4_76_2018	4_76_151	1770	2018	4_76	151	Yes
4_76_2018	4_76_152	3772	2018	4_76	152	Yes
4_76_2018	4_76_153	751	2018	4_76	153	Yes
4_76_2018	4_76_154	535	2018	4_76	154	Yes
4_76_2018	4_76_155	1991	2018	4_76	155	Yes
4_76_2018	4_76_156	79	2018	4_76	156	Yes
4_76_2018	4_76_161	36	2018	4_76	161	Yes
4_76_2018	4_76_162	3	2018	4_76	162	Yes
4_76_2018	4_76_163	2	2018	4_76	163	Yes
4_80_2018	4_80_141	3415	2018	4_80	141	Yes
4_80_2018	4_80_142	1988	2018	4_80	142	Yes
4_80_2018	4_80_143	3668	2018	4_80	143	Yes
4_80_2018	4_80_144	7406	2018	4_80	144	Yes
4_80_2018	4_80_145	7841	2018	4_80	145	Yes
4_80_2018	4_80_146	7661	2018	4_80	146	Yes
4_80_2018	4_80_147	3054	2018	4_80	147	Yes
4_80_2018	4_80_148	5630	2018	4_80	148	Yes
4_80_2018	4_80_149	12210	2018	4_80	149	Yes
4_80_2018	4_80_150	8962	2018	4_80	150	Yes
4_80_2018	4_80_151	1833	2018	4_80	151	Yes
4_80_2018	4_80_169	8546	2018	4_80	169	Yes
4_80_2018	4_80_170	11648	2018	4_80	170	Yes
4_80_2018	4_80_171	13121	2018	4_80	171	Yes
4_80_2018	4_80_172	3078	2018	4_80	172	Yes
4_80_2018	4_80_180	63	2018	4_80	180	Yes
4_80_2018	4_80_181	30	2018	4_80	181	Yes
4_90_2018	4_90_147	60	2018	4_90	147	Yes
4_90_2018	4_90_148	124	2018	4_90	148	Yes
4_90_2018	4_90_149	659	2018	4_90	149	Yes
4_90_2018	4_90_150	450	2018	4_90	150	Yes
4_90_2018	4_90_151	175	2018	4_90	151	Yes
4_90_2018	4_90_152	1206	2018	4_90	152	Yes
4_90_2018	4_90_153	100	2018	4_90	153	Yes
4_90_2018	4_90_154	61	2018	4_90	154	Yes
4_90_2018	4_90_155	180	2018	4_90	155	Yes
4_90_2018	4_90_156	207	2018	4_90	156	Yes
4_90_2018	4_90_157	70	2018	4_90	157	Yes
4_90_2018	4_90_158	158	2018	4_90	158	Yes
4_90_2018	4_90_159	262	2018	4_90	159	Yes
4_90_2018	4_90_160	333	2018	4_90	160	Yes
4_90_2018	4_90_161	232	2018	4_90	161	Yes
4_90_2018	4_90_162	381	2018	4_90	162	Yes
4_90_2018	4_90_163	242	2018	4_90	163	Yes
4_90_2018	4_90_164	294	2018	4_90	164	Yes
4_90_2018	4_90_165	245	2018	4_90	165	Yes
4_90_2018	4_90_166	367	2018	4_90	166	Yes
4_90_2018	4_90_167	353	2018	4_90	167	Yes
4_90_2018	4_90_169	297	2018	4_90	169	Yes
4_90_2018	4_90_170	58	2018	4_90	170	Yes
4_90_2018	4_90_174	1	2018	4_90	174	Yes
4_90_2018	4_90_176	4	2018	4_90	176	Yes
4_90_2018	4_90_179	2	2018	4_90	179	Yes
4_93_2018	4_93_159	3	2018	4_93	159	Yes
4_93_2018	4_93_163	116	2018	4_93	163	Yes
4_93_2018	4_93_164	217	2018	4_93	164	Yes
4_93_2018	4_93_165	207	2018	4_93	165	Yes
4_93_2018	4_93_166	290	2018	4_93	166	Yes
4_93_2018	4_93_167	355	2018	4_93	167	Yes
4_93_2018	4_93_168	567	2018	4_93	168	Yes
4_93_2018	4_93_169	301	2018	4_93	169	Yes
4_93_2018	4_93_170	225	2018	4_93	170	Yes
4_93_2018	4_93_172	372	2018	4_93	172	Yes
4_93_2018	4_93_173	907	2018	4_93	173	Yes
4_93_2018	4_93_174	8730	2018	4_93	174	Yes
4_93_2018	4_93_175	14003	2018	4_93	175	Yes
4_93_2018	4_93_176	23581	2018	4_93	176	Yes
4_93_2018	4_93_177	27150	2018	4_93	177	Yes
4_93_2018	4_93_178	23011	2018	4_93	178	Yes
4_93_2018	4_93_179	18987	2018	4_93	179	Yes
4_93_2018	4_93_180	24	2018	4_93	180	Yes
1_19_2019	1_19_101	31	2019	1_19	101	No
1_19_2019	1_19_103	155	2019	1_19	103	No
1_19_2019	1_19_116	2	2019	1_19	116	No
1_19_2019	1_19_121	19	2019	1_19	121	No
1_19_2019	1_19_122	67	2019	1_19	122	No
2_119_2019	2_119_101	11	2019	2_119	101	No
2_119_2019	2_119_102	173	2019	2_119	102	No
2_119_2019	2_119_103	450	2019	2_119	103	No
2_119_2019	2_119_104	53	2019	2_119	104	No
2_119_2019	2_119_106	90	2019	2_119	106	No
2_119_2019	2_119_107	53	2019	2_119	107	No
2_119_2019	2_119_108	14	2019	2_119	108	No
2_119_2019	2_119_109	164	2019	2_119	109	No
2_119_2019	2_119_110	10	2019	2_119	110	No
2_119_2019	2_119_111	36	2019	2_119	111	No
2_119_2019	2_119_112	19	2019	2_119	112	No
2_119_2019	2_119_113	32	2019	2_119	113	No
2_119_2019	2_119_114	69	2019	2_119	114	No
4_12_2019	4_12_152	12	2019	4_12	152	No
4_12_2019	4_12_153	17	2019	4_12	153	No
4_12_2019	4_12_154	10	2019	4_12	154	No
4_12_2019	4_12_155	29	2019	4_12	155	No
4_12_2019	4_12_156	26	2019	4_12	156	No
4_12_2019	4_12_157	15	2019	4_12	157	No
4_12_2019	4_12_158	47	2019	4_12	158	No
4_12_2019	4_12_159	52	2019	4_12	159	No
4_12_2019	4_12_160	53	2019	4_12	160	No
4_12_2019	4_12_161	22	2019	4_12	161	No
4_12_2019	4_12_162	12	2019	4_12	162	No
4_12_2019	4_12_163	18	2019	4_12	163	No
4_12_2019	4_12_164	25	2019	4_12	164	No
4_12_2019	4_12_165	19	2019	4_12	165	No
4_12_2019	4_12_166	16	2019	4_12	166	No
4_12_2019	4_12_167	7	2019	4_12	167	No
4_12_2019	4_12_168	26	2019	4_12	168	No
4_12_2019	4_12_169	34	2019	4_12	169	No
4_12_2019	4_12_170	28	2019	4_12	170	No
4_12_2019	4_12_171	10	2019	4_12	171	No
4_12_2019	4_12_172	14	2019	4_12	172	No
4_12_2019	4_12_173	20	2019	4_12	173	No
4_12_2019	4_12_174	16	2019	4_12	174	No
4_12_2019	4_12_175	21	2019	4_12	175	No
4_12_2019	4_12_176	8	2019	4_12	176	No
4_12_2019	4_12_177	49	2019	4_12	177	No
4_12_2019	4_12_178	140	2019	4_12	178	No
4_12_2019	4_12_179	1996	2019	4_12	179	No
4_12_2019	4_12_180	5931	2019	4_12	180	No
4_12_2019	4_12_181	9785	2019	4_12	181	No
4_12_2019	4_12_182	15566	2019	4_12	182	No
4_12_2019	4_12_183	3016	2019	4_12	183	No
4_12_2019	4_12_184	44	2019	4_12	184	No
4_18_2019	4_18_146	625	2019	4_18	146	No
4_18_2019	4_18_147	2175	2019	4_18	147	No
4_18_2019	4_18_148	2103	2019	4_18	148	No
4_18_2019	4_18_149	2111	2019	4_18	149	No
4_18_2019	4_18_150	2682	2019	4_18	150	No
4_18_2019	4_18_151	3047	2019	4_18	151	No
4_18_2019	4_18_152	2958	2019	4_18	152	No
4_18_2019	4_18_153	1752	2019	4_18	153	No
4_18_2019	4_18_154	2351	2019	4_18	154	No
4_18_2019	4_18_155	2026	2019	4_18	155	No
4_18_2019	4_18_156	2317	2019	4_18	156	No
4_18_2019	4_18_157	2229	2019	4_18	157	No
4_18_2019	4_18_158	1969	2019	4_18	158	No
4_18_2019	4_18_159	3550	2019	4_18	159	No
4_18_2019	4_18_160	2669	2019	4_18	160	No
4_18_2019	4_18_161	1227	2019	4_18	161	No
4_18_2019	4_18_162	428	2019	4_18	162	No
4_18_2019	4_18_163	104	2019	4_18	163	No
4_18_2019	4_18_164	24	2019	4_18	164	No
4_18_2019	4_18_165	98	2019	4_18	165	No
4_18_2019	4_18_166	145	2019	4_18	166	No
4_18_2019	4_18_167	47	2019	4_18	167	No
4_18_2019	4_18_168	59	2019	4_18	168	No
4_18_2019	4_18_172	130	2019	4_18	172	No
4_18_2019	4_18_173	232	2019	4_18	173	No
4_18_2019	4_18_174	310	2019	4_18	174	No
4_18_2019	4_18_175	363	2019	4_18	175	No
4_18_2019	4_18_176	3443	2019	4_18	176	No
4_18_2019	4_18_182	3763	2019	4_18	182	No
4_18_2019	4_18_183	13821	2019	4_18	183	No
4_61_2019	4_61_146	3	2019	4_61	146	No
4_61_2019	4_61_147	9	2019	4_61	147	No
4_61_2019	4_61_148	5	2019	4_61	148	No
4_61_2019	4_61_153	3	2019	4_61	153	No
4_61_2019	4_61_156	21	2019	4_61	156	No
4_61_2019	4_61_157	49	2019	4_61	157	No
4_61_2019	4_61_158	75	2019	4_61	158	No
4_61_2019	4_61_159	57	2019	4_61	159	No
4_61_2019	4_61_160	85	2019	4_61	160	No
4_61_2019	4_61_161	4	2019	4_61	161	No
4_61_2019	4_61_179	9094	2019	4_61	179	No
4_61_2019	4_61_180	16268	2019	4_61	180	No
4_61_2019	4_61_181	13901	2019	4_61	181	No
4_61_2019	4_61_182	2774	2019	4_61	182	No
4_61_2019	4_61_183	7029	2019	4_61	183	No
4_61_2019	4_61_184	2	2019	4_61	184	No
4_7_2019	4_7_147	1	2019	4_7	147	No
4_7_2019	4_7_152	963	2019	4_7	152	No
4_7_2019	4_7_153	331	2019	4_7	153	No
4_7_2019	4_7_154	112	2019	4_7	154	No
4_7_2019	4_7_155	377	2019	4_7	155	No
4_7_2019	4_7_156	744	2019	4_7	156	No
4_7_2019	4_7_157	264	2019	4_7	157	No
4_7_2019	4_7_158	1023	2019	4_7	158	No
4_7_2019	4_7_159	900	2019	4_7	159	No
4_7_2019	4_7_160	634	2019	4_7	160	No
4_7_2019	4_7_161	107	2019	4_7	161	No
4_7_2019	4_7_162	122	2019	4_7	162	No
4_7_2019	4_7_163	431	2019	4_7	163	No
4_7_2019	4_7_164	2	2019	4_7	164	No
4_7_2019	4_7_165	1	2019	4_7	165	No
4_71_2019	4_71_144	110	2019	4_71	144	No
4_71_2019	4_71_145	1627	2019	4_71	145	No
4_71_2019	4_71_146	1664	2019	4_71	146	No
4_71_2019	4_71_147	1092	2019	4_71	147	No
4_71_2019	4_71_148	860	2019	4_71	148	No
4_71_2019	4_71_149	1185	2019	4_71	149	No
4_71_2019	4_71_150	720	2019	4_71	150	No
4_71_2019	4_71_151	332	2019	4_71	151	No
4_71_2019	4_71_152	1364	2019	4_71	152	No
4_71_2019	4_71_153	888	2019	4_71	153	No
4_71_2019	4_71_154	1257	2019	4_71	154	No
4_71_2019	4_71_155	1988	2019	4_71	155	No
4_71_2019	4_71_156	2287	2019	4_71	156	No
4_71_2019	4_71_157	1236	2019	4_71	157	No
4_71_2019	4_71_158	3183	2019	4_71	158	No
4_71_2019	4_71_159	4740	2019	4_71	159	No
4_71_2019	4_71_160	2895	2019	4_71	160	No
4_71_2019	4_71_161	872	2019	4_71	161	No
4_71_2019	4_71_162	439	2019	4_71	162	No
4_71_2019	4_71_163	1202	2019	4_71	163	No
4_71_2019	4_71_164	297	2019	4_71	164	No
4_71_2019	4_71_165	443	2019	4_71	165	No
4_71_2019	4_71_166	366	2019	4_71	166	No
4_71_2019	4_71_167	366	2019	4_71	167	No
4_71_2019	4_71_168	635	2019	4_71	168	No
4_71_2019	4_71_169	586	2019	4_71	169	No
4_71_2019	4_71_170	607	2019	4_71	170	No
4_71_2019	4_71_171	390	2019	4_71	171	No
4_71_2019	4_71_172	399	2019	4_71	172	No
4_71_2019	4_71_173	345	2019	4_71	173	No
4_71_2019	4_71_174	419	2019	4_71	174	No
4_71_2019	4_71_175	2117	2019	4_71	175	No
4_71_2019	4_71_176	5648	2019	4_71	176	No
4_71_2019	4_71_177	10446	2019	4_71	177	No
4_71_2019	4_71_178	15951	2019	4_71	178	No
4_71_2019	4_71_179	17438	2019	4_71	179	No
4_71_2019	4_71_180	1017	2019	4_71	180	No
4_71_2019	4_71_181	65	2019	4_71	181	No
4_78_2019	4_78_142	869	2019	4_78	142	No
4_78_2019	4_78_143	859	2019	4_78	143	No
4_78_2019	4_78_144	568	2019	4_78	144	No
4_78_2019	4_78_145	1655	2019	4_78	145	No
4_78_2019	4_78_146	2086	2019	4_78	146	No
4_78_2019	4_78_147	1717	2019	4_78	147	No
4_78_2019	4_78_148	911	2019	4_78	148	No
4_78_2019	4_78_149	1313	2019	4_78	149	No
4_78_2019	4_78_150	1005	2019	4_78	150	No
4_78_2019	4_78_151	2703	2019	4_78	151	No
4_78_2019	4_78_152	4605	2019	4_78	152	No
4_78_2019	4_78_153	1851	2019	4_78	153	No
4_78_2019	4_78_154	1874	2019	4_78	154	No
4_78_2019	4_78_155	4443	2019	4_78	155	No
4_78_2019	4_78_156	3410	2019	4_78	156	No
4_78_2019	4_78_157	2658	2019	4_78	157	No
4_78_2019	4_78_158	5149	2019	4_78	158	No
4_78_2019	4_78_159	5431	2019	4_78	159	No
4_78_2019	4_78_160	6026	2019	4_78	160	No
4_78_2019	4_78_161	2136	2019	4_78	161	No
4_78_2019	4_78_162	2747	2019	4_78	162	No
4_78_2019	4_78_163	4360	2019	4_78	163	No
4_78_2019	4_78_164	1582	2019	4_78	164	No
4_78_2019	4_78_165	932	2019	4_78	165	No
4_78_2019	4_78_166	1514	2019	4_78	166	No
4_78_2019	4_78_167	1150	2019	4_78	167	No
4_78_2019	4_78_168	1433	2019	4_78	168	No
4_78_2019	4_78_169	2981	2019	4_78	169	No
4_78_2019	4_78_170	5758	2019	4_78	170	No
4_78_2019	4_78_171	1189	2019	4_78	171	No
4_78_2019	4_78_172	1382	2019	4_78	172	No
4_78_2019	4_78_173	2561	2019	4_78	173	No
4_78_2019	4_78_174	6178	2019	4_78	174	No
4_78_2019	4_78_175	9457	2019	4_78	175	No
4_78_2019	4_78_176	12532	2019	4_78	176	No
4_78_2019	4_78_177	6314	2019	4_78	177	No
4_78_2019	4_78_178	55	2019	4_78	178	No
4_78_2019	4_78_181	71	2019	4_78	181	No
4_80_2019	4_80_142	1563	2019	4_80	142	No
4_80_2019	4_80_144	167	2019	4_80	144	No
4_80_2019	4_80_145	149	2019	4_80	145	No
4_80_2019	4_80_146	1360	2019	4_80	146	No
4_80_2019	4_80_147	1129	2019	4_80	147	No
4_80_2019	4_80_148	14	2019	4_80	148	No
4_80_2019	4_80_149	17	2019	4_80	149	No
4_80_2019	4_80_150	23	2019	4_80	150	No
4_80_2019	4_80_151	5	2019	4_80	151	No
4_80_2019	4_80_152	6	2019	4_80	152	No
4_80_2019	4_80_153	11	2019	4_80	153	No
4_80_2019	4_80_154	2	2019	4_80	154	No
4_80_2019	4_80_155	15	2019	4_80	155	No
4_80_2019	4_80_156	9	2019	4_80	156	No
4_80_2019	4_80_157	13	2019	4_80	157	No
4_80_2019	4_80_158	24	2019	4_80	158	No
4_80_2019	4_80_159	75	2019	4_80	159	No
4_80_2019	4_80_160	12	2019	4_80	160	No
4_80_2019	4_80_161	12	2019	4_80	161	No
4_84_2019	4_84_154	33	2019	4_84	154	No
4_84_2019	4_84_155	43	2019	4_84	155	No
4_84_2019	4_84_156	67	2019	4_84	156	No
4_84_2019	4_84_157	128	2019	4_84	157	No
4_84_2019	4_84_158	828	2019	4_84	158	No
4_84_2019	4_84_159	436	2019	4_84	159	No
4_84_2019	4_84_160	168	2019	4_84	160	No
4_84_2019	4_84_161	196	2019	4_84	161	No
4_84_2019	4_84_162	158	2019	4_84	162	No
4_84_2019	4_84_163	267	2019	4_84	163	No
4_84_2019	4_84_164	106	2019	4_84	164	No
4_84_2019	4_84_165	164	2019	4_84	165	No
4_84_2019	4_84_166	440	2019	4_84	166	No
4_84_2019	4_84_167	194	2019	4_84	167	No
4_84_2019	4_84_168	1182	2019	4_84	168	No
4_84_2019	4_84_169	1015	2019	4_84	169	No
4_84_2019	4_84_170	1445	2019	4_84	170	No
4_84_2019	4_84_171	637	2019	4_84	171	No
4_84_2019	4_84_172	654	2019	4_84	172	No
4_84_2019	4_84_173	769	2019	4_84	173	No
4_84_2019	4_84_174	1093	2019	4_84	174	No
4_84_2019	4_84_175	737	2019	4_84	175	No
4_84_2019	4_84_176	415	2019	4_84	176	No
4_84_2019	4_84_177	600	2019	4_84	177	No
4_84_2019	4_84_178	2161	2019	4_84	178	No
4_84_2019	4_84_179	10373	2019	4_84	179	No
4_84_2019	4_84_180	20023	2019	4_84	180	No
4_84_2019	4_84_181	22244	2019	4_84	181	No
4_84_2019	4_84_182	25062	2019	4_84	182	No
4_84_2019	4_84_183	9468	2019	4_84	183	No
4_84_2019	4_84_184	35	2019	4_84	184	No
4_87_2019	4_87_144	466	2019	4_87	144	No
4_87_2019	4_87_145	127	2019	4_87	145	No
4_87_2019	4_87_146	700	2019	4_87	146	No
4_87_2019	4_87_147	795	2019	4_87	147	No
4_87_2019	4_87_148	244	2019	4_87	148	No
4_87_2019	4_87_149	151	2019	4_87	149	No
4_87_2019	4_87_150	25	2019	4_87	150	No
4_87_2019	4_87_151	16	2019	4_87	151	No
4_87_2019	4_87_152	13	2019	4_87	152	No
4_87_2019	4_87_153	12	2019	4_87	153	No
4_87_2019	4_87_154	15	2019	4_87	154	No
4_87_2019	4_87_155	8	2019	4_87	155	No
4_87_2019	4_87_156	9	2019	4_87	156	No
4_87_2019	4_87_157	12	2019	4_87	157	No
4_87_2019	4_87_158	16	2019	4_87	158	No
4_87_2019	4_87_159	29	2019	4_87	159	No
4_87_2019	4_87_160	34	2019	4_87	160	No
4_87_2019	4_87_162	1	2019	4_87	162	No
4_87_2019	4_87_164	184	2019	4_87	164	No
4_87_2019	4_87_165	326	2019	4_87	165	No
4_87_2019	4_87_166	244	2019	4_87	166	No
4_87_2019	4_87_167	125	2019	4_87	167	No
4_87_2019	4_87_168	528	2019	4_87	168	No
4_87_2019	4_87_169	521	2019	4_87	169	No
4_87_2019	4_87_170	984	2019	4_87	170	No
4_87_2019	4_87_171	224	2019	4_87	171	No
4_87_2019	4_87_172	647	2019	4_87	172	No
4_87_2019	4_87_173	723	2019	4_87	173	No
4_87_2019	4_87_174	2296	2019	4_87	174	No
4_87_2019	4_87_175	6331	2019	4_87	175	No
4_87_2019	4_87_176	14831	2019	4_87	176	No
4_87_2019	4_87_177	18363	2019	4_87	177	No
4_87_2019	4_87_178	5915	2019	4_87	178	No
4_87_2019	4_87_179	265	2019	4_87	179	No
4_87_2019	4_87_180	40	2019	4_87	180	No
4_87_2019	4_87_181	54	2019	4_87	181	No
4_93_2019	4_93_146	143	2019	4_93	146	No
4_93_2019	4_93_147	971	2019	4_93	147	No
4_93_2019	4_93_148	306	2019	4_93	148	No
4_93_2019	4_93_149	171	2019	4_93	149	No
